item_id,label,item_type,under_contract,vendor,unit_cost,budget_line,approving_employee,department_use
573629496-6,in leo maecenas,Once,FALSE,Delta Lima India Yankee Uniform Whiskey Juliett Foxtrot Kilo Echo Zulu Oscar Romeo,$739.61 ,48905,67-041-5607,Admin
466101061-2,varius,Weekly,FALSE,Yankee November Romeo Oscar Papa Bravo Tango Victor Foxtrot Charlie,$956.69 ,45041,39-427-9666,Accounting
031652860-9,eget nunc,Yearly,FALSE,,$927.70 ,69264,85-121-3912,Custodial
165788291-8,sapien cursus vestibulum,Seldom,TRUE,,$730.12 ,51622,52-891-2640,Accounting
849218843-X,curabitur,Once,FALSE,Oscar Yankee Alfa Echo Romeo Tango Foxtrot Papa Kilo Zulu Mike Juliett Charlie Uniform November,$961.27 ,47436,86-818-5963,Maint
754563170-6,convallis morbi,Daily,TRUE,,$797.00 ,7329,62-091-3204,Caretaker
576041541-7,mauris,Never,FALSE,Victor Foxtrot Bravo Zulu Kilo Tango Alfa Oscar Romeo Hotel X-ray Lima Quebec Echo Uniform Sierra,$484.13 ,44727,96-665-4764,Custodial
755616973-1,turpis integer,Yearly,FALSE,,$494.82 ,16919,59-527-3471,Caretaker
791153381-4,non,Once,TRUE,,$756.51 ,91548,03-368-2362,Admin
743352799-0,ultricies,Often,TRUE,,$469.87 ,65475,71-287-5239,Facilities
354869854-9,blandit ultrices enim,Often,TRUE,,$735.15 ,66858,10-881-6412,Facilities
758262818-7,in,Daily,TRUE,Mike Victor Quebec Foxtrot Echo November Alfa Papa Charlie Kilo Hotel Romeo Tango Zulu Oscar X-ray Yankee,$837.73 ,49576,91-441-2437,Patient_services
332616359-2,erat eros viverra,Never,FALSE,Sierra Romeo November Whiskey Kilo Quebec India Bravo Delta Zulu Charlie Mike Echo Lima Hotel Oscar Golf Juliett Alfa X-ray,$931.37 ,1722,90-464-8721,Caretaker
754382496-5,varius integer ac,Once,TRUE,Oscar Juliett Zulu X-ray Papa Whiskey Golf Yankee India November Romeo Mike Quebec Kilo Victor Hotel Tango Bravo Sierra,$560.40 ,38320,68-132-2638,Custodial
523632207-3,cubilia curae,Yearly,TRUE,Quebec Papa Victor November Oscar Alfa Sierra Zulu Bravo Yankee X-ray Mike Hotel Lima Whiskey Foxtrot,$466.66 ,90207,42-974-0882,Maint
564769569-8,ultrices,Once,FALSE,Hotel Golf Papa Kilo Whiskey Mike Victor Foxtrot India Lima X-ray Romeo Uniform Zulu Bravo Echo Juliett Oscar Delta Tango,$280.47 ,73643,80-039-1624,Patient_services
559371137-2,at vulputate vitae,Often,FALSE,Sierra Uniform Golf Foxtrot X-ray Delta Oscar Kilo Charlie Alfa November,$381.70 ,45420,36-887-7615,Caretaker
415077663-6,eleifend quam,Never,FALSE,,$59.77 ,47349,10-440-1372,Accounting
280230878-5,quam nec dui,Seldom,TRUE,,$645.62 ,25533,32-340-2576,Caretaker
810647952-8,turpis nec euismod,Often,TRUE,,$518.54 ,96668,78-856-0154,Facilities
652763296-7,porttitor id consequat,Weekly,TRUE,India Quebec Yankee Juliett Victor Mike Kilo Bravo Foxtrot November,$888.77 ,70168,86-967-4700,Facilities
456452967-6,in,Seldom,TRUE,Echo Romeo Sierra X-ray Hotel Kilo Alfa Delta November Tango Uniform Lima Yankee Whiskey,$909.57 ,60415,95-794-0598,Admin
586522936-2,primis in,Once,FALSE,,$218.65 ,25373,10-460-0516,Patient_care
937171406-9,turpis elementum ligula,Often,FALSE,Alfa Golf Romeo Hotel Yankee Charlie X-ray Sierra November Mike Zulu Echo Papa Uniform,$217.04 ,31170,90-804-9372,Patient_services
230916390-2,morbi,Often,TRUE,Delta Zulu Bravo Yankee X-ray Papa Foxtrot Kilo Oscar Uniform Mike November India,$185.78 ,33117,89-351-7489,Patient_services
589860859-1,nunc,Seldom,FALSE,Uniform Hotel Quebec Victor Echo Yankee Bravo India Kilo Delta,$252.35 ,49413,39-611-7074,Caretaker
369053433-X,id justo sit,Once,TRUE,,$499.82 ,97539,93-326-1938,Caretaker
228518324-0,leo,Weekly,TRUE,Kilo India Hotel Quebec Sierra X-ray Zulu Papa Echo November Delta Uniform Juliett Victor Bravo,$206.28 ,20027,11-945-6367,Admin
869819720-5,ullamcorper,Once,TRUE,Hotel Foxtrot Yankee Bravo Lima Sierra Oscar Victor Whiskey Echo Delta Golf X-ray Tango Papa Kilo Mike,$697.02 ,17595,69-438-1996,Patient_services
043202824-2,donec vitae nisi,Once,FALSE,Yankee Mike Hotel Kilo Victor India November Papa Lima Whiskey,$423.28 ,30503,34-736-0329,Caretaker
550609714-X,est donec odio,Never,TRUE,Mike Zulu Charlie Yankee Uniform Sierra Hotel Juliett November Bravo Alfa Tango X-ray Golf Echo Kilo,$584.47 ,22273,68-546-9156,Patient_services
095977943-4,pede lobortis,Monthly,FALSE,,$440.01 ,16314,49-814-1893,Maint
078312866-5,convallis eget,Once,TRUE,,$734.58 ,77078,27-194-0666,Facilities
652207740-X,faucibus orci luctus,Once,FALSE,Hotel Alfa Romeo Whiskey Charlie Yankee Tango Zulu Bravo Lima India Foxtrot Echo Papa Kilo Oscar Juliett,$1.48 ,22016,68-359-7600,Facilities
752766433-9,morbi,Yearly,TRUE,Mike Whiskey Echo Golf Zulu Bravo Uniform X-ray November Romeo Oscar Papa Yankee Sierra,$598.30 ,85985,82-384-8188,Admin
781799744-6,convallis nulla,Once,TRUE,November Echo Bravo Papa Zulu India Sierra X-ray Charlie Oscar Yankee Whiskey Mike Foxtrot Tango Delta Hotel,$752.23 ,71507,98-467-5506,Accounting
449718442-0,sapien iaculis,Yearly,FALSE,Zulu Sierra November Foxtrot Bravo Echo Uniform Alfa Papa Whiskey X-ray India Quebec Romeo Victor Charlie Tango,$953.78 ,84919,97-614-5542,Admin
644775151-X,lobortis sapien,Monthly,FALSE,X-ray Foxtrot Papa Delta Hotel Echo Zulu Romeo November Sierra Tango Oscar Charlie Whiskey Uniform Quebec Lima Mike,$869.79 ,49273,90-357-5567,Custodial
150165642-2,venenatis turpis,Often,FALSE,,$325.88 ,65347,37-033-9904,Caretaker
671806583-8,ultrices libero non,Monthly,TRUE,,$282.93 ,63487,59-254-9364,Patient_care
170482208-4,consequat metus,Once,FALSE,Foxtrot Papa Romeo Delta Bravo Zulu Oscar Sierra Golf Alfa Juliett India Uniform Kilo Victor Tango Charlie Hotel,$104.74 ,30251,06-639-3063,Custodial
127832752-5,tempor,Monthly,TRUE,,$217.65 ,96055,89-122-9865,Patient_services
761620953-X,consectetuer,Monthly,FALSE,,$133.34 ,77745,99-058-9669,Patient_care
456935038-0,magna vulputate luctus,Daily,FALSE,Whiskey Hotel India Tango Mike Juliett Oscar Yankee Papa Quebec Sierra Zulu Victor,$293.10 ,40651,28-001-1578,Custodial
784019492-3,eros,Daily,FALSE,Foxtrot Delta Romeo Papa Juliett Hotel Uniform Tango Golf Kilo X-ray Charlie Yankee Victor India Echo Sierra,$995.96 ,16580,38-024-2869,Caretaker
281570765-9,duis,Seldom,TRUE,Echo Golf Victor Charlie Yankee Quebec November Foxtrot Tango Mike Delta India Kilo Uniform Sierra Whiskey Bravo Lima X-ray Oscar,$952.41 ,76352,33-797-7066,Patient_care
788942392-6,ultrices aliquet maecenas,Often,TRUE,,$794.83 ,12219,97-911-7273,Maint
325548705-6,semper,Daily,TRUE,Uniform Foxtrot Bravo Yankee Mike Golf Echo Juliett Romeo Alfa Oscar Delta Hotel Papa Whiskey Charlie Sierra X-ray Kilo,$876.07 ,78654,55-851-0759,Patient_care
199031149-0,justo in blandit,Weekly,FALSE,X-ray Bravo India Hotel Tango Victor Lima Delta Quebec Kilo Sierra Echo Yankee Juliett Papa Romeo Mike,$335.63 ,17724,18-358-8781,Patient_care
488157990-8,interdum eu tincidunt,Seldom,FALSE,,$324.21 ,2834,22-196-0844,Patient_services
282323635-X,non mi,Yearly,FALSE,Victor Foxtrot Echo Tango Romeo Oscar Alfa Papa Kilo Quebec Hotel Delta Golf Whiskey Mike Sierra X-ray India Yankee Juliett,$572.03 ,53644,15-708-2773,Maint
119195736-5,id justo,Seldom,TRUE,Alfa Victor Lima Bravo Uniform Quebec Juliett Mike India Delta Oscar X-ray Romeo Yankee Tango Whiskey Golf Sierra,$292.15 ,98145,96-731-8600,Admin
867589576-3,nulla sed vel,Once,FALSE,Charlie X-ray Hotel Yankee Romeo Tango Foxtrot Quebec Sierra Echo Lima Victor Whiskey Golf Alfa Zulu Mike Papa Oscar Uniform,$428.56 ,93634,99-564-1965,Maint
734303013-2,convallis duis consequat,Monthly,TRUE,,$654.92 ,34650,36-417-8755,Custodial
168705779-6,habitasse,Once,FALSE,,$181.12 ,50850,60-412-5191,Facilities
129525912-5,donec odio,Monthly,FALSE,Quebec Sierra Charlie Alfa Yankee Foxtrot November Bravo Echo India Zulu Mike,$206.03 ,31525,62-715-2163,Admin
559352423-8,nisl ut volutpat,Weekly,TRUE,,$793.74 ,95201,11-865-7655,Facilities
633904797-1,accumsan odio,Once,TRUE,November Uniform Delta Victor X-ray Whiskey Foxtrot Kilo Papa Juliett Oscar Romeo Golf Echo Lima Yankee Quebec India,$561.79 ,31374,99-392-8342,Facilities
288414921-X,platea dictumst,Daily,TRUE,,$588.19 ,16750,23-119-9252,Patient_care
099171653-1,elementum pellentesque,Monthly,FALSE,,$283.00 ,43395,57-737-9222,Caretaker
401077958-6,sollicitudin vitae,Often,FALSE,Golf India Victor Alfa Kilo Juliett Yankee Charlie Mike Oscar Uniform,$799.63 ,63469,70-989-5944,Maint
009524287-2,ligula sit amet,Never,TRUE,,$886.80 ,49645,92-984-6182,Caretaker
449100297-5,nulla suscipit ligula,Daily,FALSE,Papa Lima Zulu November Mike Yankee Tango Romeo Alfa Charlie X-ray Quebec Kilo Sierra Bravo Juliett,$161.61 ,67743,81-473-1845,Custodial
780772743-8,non,Never,FALSE,Echo Bravo Delta Whiskey Golf Sierra Romeo Lima Papa Kilo Alfa Hotel Charlie,$806.28 ,8515,68-224-1487,Caretaker
666970899-8,sed,Monthly,TRUE,,$311.97 ,91039,96-185-1280,Custodial
584676589-0,tincidunt,Never,TRUE,,$148.64 ,55260,62-204-9228,Maint
846901739-X,tempus sit amet,Monthly,TRUE,,$747.09 ,26264,02-880-1177,Caretaker
333926876-2,non ligula,Monthly,TRUE,,$701.04 ,84005,52-143-7252,Caretaker
384711049-7,risus,Yearly,TRUE,Bravo Yankee Tango Victor Echo Uniform Papa Romeo Golf Juliett Hotel Delta Kilo,$719.11 ,5264,95-908-3332,Maint
490247698-3,justo in blandit,Weekly,FALSE,Kilo Alfa Zulu Lima Whiskey Yankee Victor Romeo November Bravo Hotel Sierra Golf X-ray Echo Quebec Tango,$355.04 ,91158,97-720-2302,Accounting
343829621-7,lacinia,Monthly,TRUE,,$481.00 ,55467,22-961-3090,Custodial
133736931-4,nulla,Never,TRUE,,$67.00 ,38296,14-948-9537,Caretaker
958679880-1,sit amet,Yearly,TRUE,X-ray Bravo Echo Yankee Lima Charlie Golf November Alfa Mike Sierra Juliett Uniform Oscar Foxtrot Delta,$528.33 ,55999,45-690-3895,Admin
446837472-1,cubilia curae nulla,Never,TRUE,,$953.97 ,29680,96-817-0212,Patient_care
028521468-3,in purus,Never,FALSE,Mike Foxtrot Delta X-ray Victor Alfa Charlie Juliett Sierra Yankee Zulu Tango,$777.06 ,56737,91-675-1847,Patient_services
893041622-5,volutpat,Never,FALSE,,$168.59 ,97587,53-603-4340,Admin
249672313-X,blandit nam nulla,Never,FALSE,Sierra Foxtrot Tango Kilo Lima Victor November Oscar Uniform India Romeo Alfa Echo Mike X-ray Quebec Hotel Golf,$252.76 ,75409,78-178-1167,Maint
634587048-X,est lacinia nisi,Daily,FALSE,November Whiskey Hotel Lima Kilo Echo Zulu Mike India Alfa Bravo,$599.24 ,12591,06-472-4641,Facilities
392343827-3,turpis,Once,FALSE,Oscar Foxtrot Tango Kilo Mike Golf Sierra Alfa Lima Delta Echo Charlie Yankee Uniform Quebec Victor,$567.57 ,81633,08-965-0811,Accounting
983832571-6,volutpat convallis,Yearly,FALSE,Victor Zulu Echo Golf Tango Quebec Alfa Papa Whiskey Foxtrot Oscar November Lima X-ray Charlie Juliett Mike Delta Kilo,$740.32 ,36952,38-007-3617,Patient_services
497551600-4,ultrices phasellus,Weekly,FALSE,Tango Whiskey Oscar Kilo Quebec Bravo Foxtrot Alfa India Mike Delta Lima,$717.83 ,12949,57-539-7016,Patient_services
486220850-9,venenatis tristique fusce,Often,FALSE,,$894.76 ,43811,98-403-2158,Accounting
669526719-7,vel dapibus at,Often,FALSE,Uniform Yankee November Foxtrot Quebec Papa India X-ray Hotel Charlie Juliett Lima Zulu Mike Tango,$407.12 ,56164,22-589-4972,Maint
319858091-9,consectetuer adipiscing elit,Monthly,FALSE,Victor Mike Golf Zulu November Echo Uniform Charlie Sierra Foxtrot,$733.14 ,94663,70-129-7547,Facilities
494494338-5,lobortis vel,Weekly,TRUE,,$344.25 ,49774,41-010-1981,Accounting
334295229-6,sed justo,Yearly,TRUE,Victor Zulu Mike X-ray Uniform Romeo Alfa November Lima Kilo Papa Oscar Echo Juliett Hotel,$729.81 ,94513,22-106-8013,Patient_care
834654448-0,dui proin,Seldom,TRUE,Foxtrot Kilo Echo Yankee Sierra Whiskey Alfa Papa X-ray Juliett Quebec Charlie,$432.59 ,51604,36-271-3118,Custodial
530024344-2,volutpat,Often,FALSE,,$116.00 ,70473,13-206-9269,Patient_services
642082385-4,tincidunt ante vel,Never,FALSE,,$36.08 ,28186,13-934-0834,Facilities
886197620-4,amet lobortis sapien,Often,FALSE,Foxtrot India Alfa Sierra Quebec Mike November Uniform Victor Hotel Oscar Whiskey Zulu Romeo Papa Yankee Juliett Kilo Tango,$788.93 ,43501,17-604-3405,Patient_care
297047473-5,vestibulum proin eu,Often,TRUE,Delta Charlie Quebec Hotel India X-ray Kilo Mike Alfa Whiskey Victor Romeo,$664.68 ,55586,89-142-6364,Patient_services
271290570-9,turpis elementum,Seldom,FALSE,,$951.60 ,28209,81-241-8287,Admin
204301014-X,leo maecenas,Seldom,FALSE,,$735.27 ,39460,71-353-1436,Facilities
889327531-7,donec ut,Daily,FALSE,,$476.92 ,42659,37-878-0738,Maint
251178924-8,etiam justo,Yearly,FALSE,Charlie Golf Alfa Tango Mike Papa Yankee Romeo Victor Foxtrot Whiskey Oscar Uniform Zulu Sierra Juliett Bravo Kilo November,$732.94 ,66806,67-007-5418,Facilities
797439967-8,justo in blandit,Seldom,TRUE,,$563.23 ,63646,60-348-4848,Custodial
858555111-9,enim in,Often,FALSE,Quebec Victor Kilo Yankee Golf Sierra Charlie X-ray India Foxtrot Delta Lima Romeo Echo Tango Alfa,$640.12 ,26053,51-626-0795,Custodial
717807919-3,tempor turpis nec,Never,TRUE,,$231.40 ,15800,95-449-1069,Admin
875704022-2,sed vestibulum,Often,FALSE,,$528.38 ,96464,72-216-1952,Caretaker
049634959-7,nulla,Yearly,TRUE,Uniform Hotel Juliett Romeo Yankee Alfa November Oscar Kilo Quebec Sierra Zulu Golf Mike Victor Lima Delta India X-ray Foxtrot,$96.49 ,94185,77-863-2305,Patient_care
500376223-2,ligula,Yearly,TRUE,Papa Sierra Golf Lima Foxtrot Bravo Juliett Mike Delta Charlie Whiskey,$779.21 ,41658,17-076-4720,Custodial
221031298-1,morbi vestibulum velit,Daily,FALSE,,$104.31 ,5931,73-735-7001,Maint
746717182-X,fermentum donec,Weekly,FALSE,Bravo Papa Romeo Sierra Golf Lima Delta Echo Tango November Victor Whiskey Charlie Mike India Zulu X-ray Alfa Foxtrot Yankee,$2.27 ,63856,18-044-7906,Accounting
672548526-X,vehicula condimentum,Seldom,FALSE,,$630.89 ,60933,09-341-2800,Maint
729613123-3,tincidunt in,Monthly,TRUE,,$23.34 ,577,61-033-0091,Maint
257729330-5,sit amet,Monthly,TRUE,Uniform Oscar Victor Papa Delta Sierra Zulu Alfa Yankee India Bravo Tango Golf Romeo Quebec Kilo,$271.82 ,8801,34-764-8603,Maint
485350864-3,aliquam erat volutpat,Daily,FALSE,,$294.46 ,71420,04-409-3397,Accounting
043073327-5,ullamcorper,Monthly,FALSE,,$235.05 ,29382,91-982-1881,Caretaker
447332406-0,odio,Often,FALSE,Tango Hotel Foxtrot India Golf November Bravo Sierra Quebec Charlie Papa Uniform Juliett Oscar Mike Whiskey Alfa Lima Echo,$962.46 ,49403,03-317-8829,Patient_care
563179400-4,mauris,Monthly,TRUE,Mike Romeo Lima November Juliett Quebec Golf Charlie Yankee Delta Echo Whiskey Alfa Uniform Oscar,$811.17 ,50906,47-910-4398,Facilities
623309383-X,pede venenatis,Seldom,TRUE,Zulu Delta Hotel Foxtrot Alfa Oscar Bravo Mike India Kilo Sierra,$668.56 ,68026,67-425-2732,Caretaker
629668106-2,non,Never,FALSE,Lima Papa Alfa Quebec Foxtrot Romeo Uniform Zulu Sierra November Delta Bravo Victor Hotel Kilo Mike,$516.44 ,85485,01-780-2890,Patient_care
642450694-2,dui vel sem,Yearly,FALSE,Juliett Quebec Bravo X-ray Mike November Kilo Charlie Sierra Golf Tango Foxtrot Alfa Romeo Victor Delta Hotel Lima Zulu,$801.03 ,64464,13-712-5711,Admin
018467645-2,aliquam,Daily,TRUE,Yankee Tango Uniform Zulu Bravo Echo Papa Juliett Mike Foxtrot November,$669.42 ,91612,46-122-6398,Caretaker
081019390-6,rhoncus dui,Once,TRUE,Lima Whiskey Oscar Bravo Romeo Victor Papa Yankee Foxtrot Tango Sierra Juliett Delta Quebec India,$218.32 ,21162,50-758-4732,Accounting
957895106-X,in est,Daily,FALSE,Yankee Lima Bravo India November Hotel Tango X-ray Whiskey Quebec Juliett Echo Mike Charlie Zulu Victor Delta Golf Oscar,$27.43 ,95894,15-063-4214,Accounting
849736723-5,erat volutpat,Often,FALSE,Lima November Golf Bravo Oscar India Tango Quebec Mike Delta Zulu Romeo Whiskey,$733.87 ,37407,99-094-2257,Admin
987293357-X,sem praesent id,Often,FALSE,Lima Juliett Oscar Romeo Uniform Sierra November Victor Papa Tango Bravo X-ray Delta Quebec Echo Kilo Alfa,$145.72 ,92383,15-118-4429,Maint
591707421-6,justo,Often,FALSE,Zulu Lima Foxtrot Hotel Yankee Bravo November Quebec Kilo Tango Uniform Mike India Romeo X-ray Delta,$601.96 ,5469,50-776-0993,Patient_care
507425281-4,pellentesque volutpat,Never,TRUE,Charlie Kilo Bravo Uniform Alfa Mike Oscar Sierra Golf November Echo Papa Delta Romeo Tango,$193.22 ,42634,62-102-2031,Patient_care
887483093-9,odio,Monthly,FALSE,Alfa India Juliett Echo Quebec Yankee Oscar Kilo Mike Bravo Hotel Lima Charlie,$985.97 ,71269,79-172-2802,Patient_care
979782844-1,ultrices aliquet maecenas,Often,FALSE,Kilo Delta Victor Alfa Echo Juliett Tango Whiskey X-ray Oscar Bravo Sierra Golf,$255.05 ,68038,66-738-7570,Custodial
427770770-X,tortor duis mattis,Weekly,FALSE,,$326.00 ,4874,36-026-6608,Maint
963896824-9,lectus,Often,FALSE,,$551.70 ,4690,96-357-5311,Patient_services
197790800-4,porttitor lorem id,Never,FALSE,Delta Kilo Tango Uniform Foxtrot Yankee X-ray November Golf India Lima Mike Juliett Charlie Echo Romeo Alfa Sierra,$712.02 ,88096,71-913-0011,Accounting
793512574-0,porta,Often,FALSE,Papa Juliett Delta Zulu Whiskey Foxtrot Hotel Tango Charlie Yankee November Golf Oscar Lima Mike Alfa Sierra,$52.98 ,78120,44-390-7252,Facilities
429672328-6,massa tempor,Seldom,FALSE,Echo Lima Delta Romeo Alfa Golf Mike Hotel Papa Uniform Whiskey Quebec,$836.57 ,54505,27-714-6573,Patient_services
448069843-4,nam dui proin,Seldom,TRUE,Kilo Charlie Echo Victor Delta Oscar Juliett November Zulu Uniform,$699.33 ,87029,14-461-6513,Patient_care
864757801-5,dui vel,Once,TRUE,Tango Hotel Mike Bravo Delta Whiskey Alfa Kilo Juliett Golf X-ray Echo,$890.80 ,67718,85-821-5664,Accounting
474422721-X,odio,Once,TRUE,,$967.56 ,32742,62-128-0765,Admin
587138690-3,nisl nunc,Never,TRUE,,$805.51 ,99636,32-527-7293,Maint
868532241-3,dis,Once,FALSE,Delta November Sierra Foxtrot Echo Lima India Papa Quebec Tango Alfa Mike Kilo,$609.58 ,22394,49-270-0775,Caretaker
837105662-1,duis faucibus,Often,TRUE,Romeo Echo Papa Juliett Whiskey Yankee Sierra Uniform Mike Oscar Tango Alfa Foxtrot India Zulu,$717.61 ,41257,65-881-4607,Admin
085845827-6,dictumst morbi,Often,TRUE,Lima Oscar Charlie November Foxtrot Uniform Echo Juliett Mike Victor Golf Romeo,$767.14 ,75323,91-093-7375,Patient_care
329638137-6,etiam pretium iaculis,Yearly,FALSE,Kilo Romeo Delta Zulu Lima Victor Sierra November Oscar Mike Tango Hotel Golf Juliett,$127.74 ,66447,66-594-2030,Accounting
773170525-0,nisi nam ultrices,Seldom,FALSE,Oscar Bravo Romeo Sierra Alfa Papa Quebec Yankee Juliett Kilo India,$243.76 ,78979,57-145-1494,Patient_services
713661167-9,ante ipsum,Monthly,TRUE,,$44.19 ,21375,33-046-0442,Custodial
896704539-5,sed,Yearly,FALSE,India Lima Uniform Kilo Romeo Delta Juliett Victor Hotel Bravo Papa Mike Yankee Oscar Quebec X-ray Golf Alfa November Whiskey,$458.17 ,79285,84-204-8367,Facilities
348215475-9,id pretium,Often,FALSE,Whiskey Juliett Lima Oscar Yankee Foxtrot Alfa Bravo Golf November Echo X-ray Sierra Kilo Hotel Zulu Delta,$82.21 ,82624,42-977-1151,Patient_care
011799924-5,platea dictumst,Seldom,TRUE,Romeo Zulu India Victor Delta Foxtrot Charlie Echo Tango Whiskey Lima November Juliett Sierra Kilo,$745.99 ,25734,36-387-9873,Admin
938851245-6,tincidunt in,Daily,FALSE,,$792.51 ,85575,69-617-4414,Admin
725840412-0,odio consequat,Monthly,TRUE,Lima Whiskey Charlie India Juliett November Kilo Mike Foxtrot X-ray Delta Echo Romeo Zulu,$897.77 ,48661,58-093-9152,Accounting
019549383-4,proin eu mi,Daily,TRUE,Uniform X-ray Victor Hotel Zulu November India Quebec Papa Bravo Sierra Golf Whiskey Kilo Lima Yankee,$509.35 ,75383,29-618-7858,Custodial
562269846-4,non,Yearly,FALSE,Romeo Bravo Sierra Oscar India Hotel Lima Zulu Alfa Juliett Uniform Yankee Mike Quebec Tango November Golf X-ray,$626.77 ,34864,26-925-6748,Custodial
592886951-7,adipiscing elit proin,Yearly,FALSE,Charlie Golf Whiskey Yankee Echo Quebec Victor Zulu Romeo X-ray India November,$815.19 ,57729,93-885-9693,Caretaker
110734666-5,ultrices,Seldom,TRUE,Juliett Romeo Bravo Golf Zulu Tango Victor Lima Uniform Delta November Yankee Echo Whiskey India Foxtrot Hotel,$869.30 ,83960,19-297-8344,Patient_care
931811385-4,donec,Once,TRUE,Yankee Romeo Victor Quebec Bravo Whiskey Sierra X-ray Uniform Zulu Alfa Echo Foxtrot Tango Charlie Hotel India,$315.15 ,69622,99-890-6143,Facilities
861975953-1,nonummy,Once,FALSE,Whiskey Tango Papa Lima Zulu Golf X-ray November Echo Bravo Victor Oscar Juliett Uniform Romeo Delta India,$144.26 ,79523,23-654-3342,Admin
731089334-4,leo pellentesque ultrices,Weekly,TRUE,Sierra Bravo Mike Juliett Echo Papa Charlie Hotel Zulu Foxtrot Delta Victor Golf,$512.39 ,78658,24-215-3684,Facilities
692361990-4,metus aenean,Monthly,TRUE,Alfa India Whiskey Mike Hotel Juliett Tango Zulu Bravo Romeo Victor Papa Quebec Delta,$476.54 ,63968,43-598-9444,Caretaker
957124070-2,potenti cras in,Monthly,FALSE,Charlie Zulu Romeo Quebec Golf November Lima Echo Sierra India Mike,$573.89 ,25056,24-798-8923,Caretaker
184579819-8,sem duis,Never,TRUE,Yankee Hotel Lima Romeo Golf Mike Quebec India November Charlie Tango Echo Victor Kilo Juliett,$73.23 ,27979,71-712-0729,Admin
180460394-5,sagittis dui vel,Seldom,FALSE,,$506.57 ,99855,39-984-6143,Patient_care
303459346-5,venenatis lacinia aenean,Monthly,FALSE,Oscar Echo Victor Golf Whiskey Sierra Uniform Alfa X-ray Zulu November Kilo Mike Foxtrot Juliett Hotel Lima Quebec India Delta,$930.13 ,72261,63-975-1266,Facilities
633130165-8,nisi vulputate nonummy,Once,TRUE,Foxtrot Romeo Charlie Yankee Whiskey Uniform Golf Juliett India X-ray Zulu Papa Echo Lima November Kilo Oscar Mike,$677.89 ,11653,03-551-4062,Caretaker
963914149-6,morbi odio,Yearly,TRUE,,$71.17 ,10077,20-236-5257,Accounting
807472509-X,in tempor,Often,TRUE,,$299.22 ,18383,77-153-9858,Patient_services
682923423-9,odio curabitur convallis,Seldom,TRUE,Tango X-ray Hotel Juliett Foxtrot Golf Oscar Lima Zulu Romeo Victor Uniform Whiskey Papa Quebec Mike Bravo Yankee Alfa,$757.76 ,14902,28-004-1457,Patient_care
595237844-7,turpis elementum ligula,Once,FALSE,Lima X-ray Golf Juliett Yankee Alfa India Victor Mike Whiskey Charlie Delta November Tango Foxtrot Uniform Hotel Quebec Kilo Sierra,$924.80 ,83028,64-715-9738,Maint
026398832-5,non ligula pellentesque,Yearly,FALSE,November Zulu X-ray Whiskey Victor Delta Sierra Foxtrot Romeo Hotel Papa Lima Tango Golf Bravo Uniform Kilo,$89.47 ,28355,77-461-4741,Caretaker
288533366-9,odio,Never,TRUE,Echo Charlie Hotel Sierra Mike X-ray Romeo Juliett Kilo Zulu Oscar India Uniform Quebec Tango,$609.73 ,4695,58-837-5732,Maint
832854897-6,enim blandit mi,Monthly,TRUE,,$772.02 ,1662,97-819-8530,Facilities
047146976-9,maecenas,Yearly,TRUE,Bravo Juliett Alfa Tango Yankee Lima Charlie Uniform Papa Whiskey Zulu,$853.45 ,6320,28-085-3063,Facilities
310665820-7,at velit vivamus,Daily,TRUE,Zulu Uniform Foxtrot November Mike Papa Charlie Golf India Hotel Quebec Lima Delta Whiskey Alfa Romeo,$659.83 ,61553,21-906-1512,Maint
154622844-6,blandit ultrices enim,Weekly,TRUE,,$485.89 ,31106,30-450-4423,Maint
837262841-6,cum sociis natoque,Seldom,FALSE,Whiskey India Charlie Quebec Hotel Romeo Uniform Bravo Golf November Zulu Foxtrot Victor Papa Juliett X-ray Lima Tango,$289.84 ,89599,13-230-5765,Admin
658005955-9,et commodo vulputate,Yearly,TRUE,Charlie Delta Romeo India Sierra Papa Golf Lima Bravo Hotel Alfa Victor Oscar,$2.78 ,1543,77-998-7851,Custodial
099629531-3,congue diam id,Daily,TRUE,Romeo Tango Alfa Lima Yankee Hotel Uniform November Papa Bravo Whiskey India Quebec Zulu Mike X-ray Delta Oscar Sierra Juliett,$92.42 ,97029,72-600-2338,Admin
983328197-4,sociis,Often,TRUE,Whiskey Uniform Romeo Charlie Victor Yankee Papa Mike Foxtrot Kilo Alfa Bravo Zulu X-ray Hotel Quebec November Sierra,$543.91 ,71874,17-429-2448,Admin
169166555-X,ac nibh fusce,Monthly,TRUE,,$565.16 ,81993,92-586-5642,Caretaker
971174607-7,platea,Weekly,FALSE,Hotel Sierra Oscar Lima November Alfa Romeo Uniform Juliett Foxtrot Papa,$946.58 ,48426,88-402-5638,Facilities
463447776-9,diam,Yearly,FALSE,X-ray Kilo India Quebec Victor Papa Yankee Romeo Juliett Echo Uniform Zulu Mike Hotel,$158.81 ,86108,15-745-7009,Custodial
267795816-3,elit proin,Yearly,FALSE,Alfa Romeo Kilo Tango Foxtrot Lima Golf Victor Hotel Echo X-ray,$197.74 ,76654,79-481-4910,Caretaker
419694660-7,primis in faucibus,Monthly,FALSE,,$937.64 ,69898,93-634-9904,Caretaker
